x,y,z,rx,ry,rz
0.45377955044588464,-0.05138915877603309,0.009773704786609827,-3.0383005118565483,0.10381343991303525,0.057955204945271045
0.45317710451532006,-0.05130965183861652,0.009249944031758606,-3.0348180662781963,0.11343847134801077,0.07024859220299784
0.45273162631201347,-0.051340277646518245,0.009926134423852095,-3.0317315955900295,0.10668456368738598,0.06309251456611827
0.45379506033322253,-0.05036826797845695,0.011244283315637038,-3.038954016573479,0.16440925274502202,0.06471619919970635
0.45165256933681286,-0.050649854675387775,0.0139575376435504,-3.0592167234777103,0.4437665209888644,-0.24389668993122926
0.452297218485415,-0.05028585762097112,0.014550698291601827,-3.0351160997924618,0.053378491578761324,0.029984178480243602
0.45338704797273893,-0.05154686335509231,0.010702508055777937,-3.0269336478334066,-0.024713556125023354,0.01039428687191751
0.4527411968532882,-0.051677659484847545,0.012377220009468781,-3.0296391817731116,0.07736159494577252,0.04746839038779105
0.4518032364438791,-0.051401136461086086,0.015352770708868313,-3.0259011958073034,0.24601284307480364,0.08758315139330532
0.45207259533846644,-0.05106849990548412,0.01532414983931124,-3.027606794152027,0.12754105657726725,0.057564180629653475
